e.emp_id,e.name,e.age,e.job_role,e.salary,e.project,e.join_date,e.department
655,April Callahan,50,Engineer,111497.89,Project1,2014-04-01,Marketing
657,Clifford Zavala,45,Developer,126432.86,Alpha,2015-09-17,Marketing
660,Sara Bailey,52,Manager,106862.84,Project5,2007-03-29,Marketing
668,Kathy Smith,60,Consultant,120218.07,Gamma,2014-09-08,Marketing
679,Robin Bush,36,Consultant,142449.26,Project2,1984-02-05,Marketing
697,Michael Armstrong,32,Consultant,116990.61,Project1,1973-07-29,Marketing
713,Hayden Stone,35,Engineer,125464.68,Project3,2018-09-17,Marketing
738,Charles Fields,37,Analyst,144076.64,Omega,1988-09-09,Marketing
757,Tanya Smith,23,Manager,132176.97,Project2,1981-12-24,Marketing
773,Brian Leonard,40,Analyst,96360.27,Alpha,1997-04-08,Marketing
777,John Wyatt,38,Engineer,110587.25,Project1,2002-06-02,Marketing
785,Kristine Rowland,55,Analyst,127887.72,Project5,1975-03-22,Marketing
806,Harold Taylor,38,Consultant,133401.37,Project4,1994-08-01,Marketing
816,Sue Hill,57,Developer,120553.91,Project4,1982-04-11,Marketing
826,Michelle Mccann,26,Engineer,96590.45,Project2,1974-01-26,Marketing
867,Kevin Jackson,29,Manager,105458.98,Alpha,1986-02-15,Marketing
869,Julia Swanson,44,Analyst,131857.45,Alpha,1992-02-16,Marketing
878,Lori Moreno,23,Developer,116953.91,Beta,2011-01-25,Marketing
881,Michael Rice,54,Consultant,124198.83,Delta,2017-04-18,Marketing
885,Heather Allen,31,Engineer,111745.91,Omega,1991-12-01,Marketing
899,Amy Brown,56,Analyst,119514.59,Project4,2003-05-04,Marketing
917,Douglas Adams,44,Analyst,107044.2,Project1,2024-11-01,Marketing
949,Jesus Clark,31,Manager,133641.21,Project4,1999-05-26,Marketing
952,Isaac Nelson,56,Consultant,143348.72,Project5,1971-04-09,Marketing
953,Andrew Alexander,39,Developer,120611.53,Project6,1991-02-26,Marketing
980,Alexandria Burns,34,Manager,114714.15,Alpha,1972-11-20,Marketing
2,Danielle Schultz,58,Manager,131863.53,Beta,2019-05-02,Operations
4,Kellie Bonilla,57,Developer,128168.98,Project4,2001-03-17,Operations
39,Wayne Phillips,56,Engineer,147128.71,Beta,2005-12-25,Operations
57,Donald Carson,38,Manager,104733.29,Project6,1977-04-05,Operations
75,Andrea Hodges,43,Manager,132570.84,Project6,1980-04-21,Operations
77,Keith Hensley,52,Analyst,145983.83,Beta,2023-07-30,Operations
78,Alexis Henry,42,Analyst,110765.04,Alpha,1980-05-15,Operations
102,Jennifer Lawrence,36,Consultant,113849.43,Project5,1983-07-24,Operations
109,Anthony Brown,59,Manager,95673.89,Project1,2022-09-08,Operations
122,John Henderson,39,Manager,103743.03,Project5,2006-02-19,Operations
124,Paul Collins,58,Engineer,145128.54,Project2,1996-09-19,Operations
127,Nicholas Martin,51,Engineer,133937.99,Omega,1984-08-08,Operations
131,Felicia Brown,56,Manager,121858.08,Project2,2012-04-13,Operations
153,Christopher Rodriguez,57,Manager,109779.62,Alpha,1971-11-16,Operations
189,Gene Nichols,57,Analyst,144436.55,Project1,1995-10-23,Operations
192,Rebecca Morgan,37,Manager,107159.15,Omega,1977-08-04,Operations
201,Chad Erickson,47,Manager,142948.82,Project3,2007-02-16,Operations
203,Tony Hart,44,Consultant,128828.81,Alpha,1975-08-28,Operations
205,Albert Andersen,43,Developer,142838.41,Project2,1983-02-23,Operations
221,Steve Wheeler,25,Analyst,129886.13,Beta,2011-02-08,Operations
224,Abigail Hardy,25,Analyst,129993.77,Beta,1984-02-10,Operations
237,Donna Garrett,46,Consultant,131875.22,Omega,1981-12-13,Operations
240,Chelsey Lewis,37,Manager,135875.98,Project6,1980-02-06,Operations
271,Antonio Edwards,59,Manager,133413.81,Project4,1990-07-16,Operations
273,Troy Rojas,28,Consultant,120838.65,Project5,1991-04-14,Operations
283,Robert Thompson,30,Consultant,115348.67,Gamma,2021-07-24,Operations
286,Barbara Eaton,37,Manager,133155.26,Gamma,2017-06-19,Operations
293,Samantha Johnson,40,Analyst,109488.91,Project4,1987-12-01,Operations
327,Marcus Russo,49,Manager,133285.41,Project5,1983-02-21,Operations
332,Sarah Torres,34,Analyst,124731.37,Project4,2002-06-14,Operations
335,Diana Franklin,40,Manager,107230.93,Project6,2002-06-05,Operations
336,Omar Underwood,41,Developer,132351.54,Project5,2018-07-23,Operations
354,Amy Velasquez,55,Manager,130750.0,Gamma,2004-11-20,Operations
357,Donald Sims,54,Engineer,124269.47,Project3,1991-06-13,Operations
381,Chase Thompson,54,Manager,137153.26,Project3,1998-01-07,Operations
388,Shane Smith,23,Analyst,114430.62,Project5,2024-04-05,Operations
394,Nicholas Fisher,26,Engineer,116197.96,Project1,2007-10-15,Operations
398,Ruth Turner,32,Engineer,137735.28,Project4,2024-02-12,Operations
400,Matthew Wise,40,Analyst,145898.96,Omega,1991-09-16,Operations
409,Sally Arnold,41,Developer,116083.78,Project4,2018-05-09,Operations
411,Daniel Walker,36,Analyst,129921.06,Delta,2020-09-22,Operations
416,Ian Sanchez,56,Manager,102882.1,Project1,1974-01-26,Operations
420,Douglas Clark,46,Engineer,102571.69,Beta,1999-03-17,Operations
421,Angelica Murphy,25,Engineer,148919.73,Project1,1989-03-23,Operations
435,David Richard,43,Analyst,97351.33,Project5,1978-07-18,Operations
451,Brendan Martinez,53,Engineer,126137.68,Delta,1976-02-01,Operations
452,Kristina Jones,29,Analyst,112650.04,Project1,2010-09-12,Operations
506,Stephanie Friedman,22,Consultant,148278.57,Alpha,2009-05-14,Operations
514,Kelly Foster,34,Consultant,113134.77,Gamma,1982-06-16,Operations
515,Victor Russell,24,Engineer,97675.87,Project3,2019-04-24,Operations
526,Alyssa Henson,43,Consultant,116120.56,Project4,1972-03-30,Operations
536,Jennifer Petersen,57,Consultant,105117.28,Project3,2007-12-04,Operations
564,Andrew Anderson,33,Engineer,110902.33,Project2,1989-01-23,Operations
574,Stephen Porter,49,Developer,124897.88,Omega,2011-05-06,Operations
600,Kristin Clark,40,Analyst,141120.77,Project4,1990-05-01,Operations
602,Lisa Olsen,35,Developer,118318.04,Project4,1977-03-20,Operations
607,John Parker,39,Consultant,134648.48,Project6,1974-07-25,Operations
628,Janice Miller,46,Analyst,131738.48,Project6,1992-10-04,Operations
639,Danielle Reed,47,Developer,96848.6,Project3,1977-02-14,Operations
661,Christopher Deleon,55,Consultant,144542.9,Gamma,2024-11-12,Operations
666,Stephanie Hamilton,31,Consultant,98533.18,Project5,2016-12-11,Operations
702,Terry Patterson,33,Analyst,112251.51,Gamma,2019-11-04,Operations
704,Jeffrey Jones,46,Analyst,97213.25,Alpha,2008-07-12,Operations
707,Kendra Clark,31,Manager,127989.35,Gamma,1970-07-25,Operations
708,Jeremy Evans,26,Consultant,137868.32,Project4,2005-05-26,Operations
719,Nicholas Webb,38,Manager,116295.14,Project2,1972-01-23,Operations
722,Jeffrey Powell,24,Analyst,142751.83,Alpha,2000-06-04,Operations
723,Alexis Murphy,45,Consultant,146903.39,Delta,1976-08-07,Operations
728,Mario Lee,49,Developer,136771.49,Project6,1986-09-16,Operations
736,Kevin Wright,57,Analyst,134893.13,Beta,2013-08-01,Operations
744,Penny Griffin,35,Engineer,103714.52,Project5,1986-03-02,Operations
745,Anthony Smith,32,Developer,149633.32,Alpha,1979-07-07,Operations
747,Michael Vargas,27,Developer,138061.84,Project2,1986-05-27,Operations
765,Dr. Richard Jackson,38,Consultant,107375.62,Project3,2021-10-10,Operations
779,Tammy Bishop,51,Developer,124631.4,Project2,2012-01-16,Operations
783,Jeffrey Watkins,52,Analyst,149395.56,Beta,1987-10-28,Operations
808,Tiffany Tucker,51,Analyst,142193.46,Project3,2012-07-24,Operations
821,Trevor Martinez,30,Consultant,97230.59,Delta,1974-05-23,Operations
835,Seth Bauer,35,Consultant,130701.88,Project3,2011-11-07,Operations
843,Matthew Simon,42,Manager,95222.37,Project6,2007-11-20,Operations
850,Katherine Lopez,57,Consultant,107250.57,Project6,1975-06-28,Operations
856,Tina Scott,26,Engineer,125218.34,Omega,1989-04-26,Operations
859,Charles Powers,28,Engineer,147829.84,Project1,1984-12-28,Operations
861,Caitlin Martin,60,Analyst,115983.01,Project3,1983-01-04,Operations
862,John Nelson,24,Engineer,138233.53,Gamma,1994-05-12,Operations
866,Janet Meyer DDS,39,Manager,122655.65,Delta,2025-02-15,Operations
889,Crystal Bray,36,Engineer,104642.81,Project5,2010-03-11,Operations
891,Bryan Barton,49,Analyst,132543.74,Gamma,2001-09-04,Operations
894,Renee Andersen,36,Consultant,99499.34,Alpha,2023-02-23,Operations
902,Courtney Bruce,33,Engineer,139207.06,Project3,2021-04-16,Operations
906,Nathan Jennings,35,Developer,108000.46,Beta,1999-05-21,Operations
907,Lisa Jefferson,39,Developer,141372.54,Project6,1994-08-10,Operations
919,Nicholas Patterson,43,Manager,106387.42,Project5,1987-02-22,Operations
961,David Cisneros,53,Engineer,106448.11,Project2,2021-06-22,Operations
967,Daniel Francis,55,Consultant,135495.91,Project6,2024-10-05,Operations
972,Michael Washington,29,Consultant,107268.79,Omega,1999-12-13,Operations
2,Danielle Schultz,58,Manager,131863.53,Beta,2019-05-02,Operations
4,Kellie Bonilla,57,Developer,128168.98,Project4,2001-03-17,Operations
39,Wayne Phillips,56,Engineer,147128.71,Beta,2005-12-25,Operations
57,Donald Carson,38,Manager,104733.29,Project6,1977-04-05,Operations
75,Andrea Hodges,43,Manager,132570.84,Project6,1980-04-21,Operations
77,Keith Hensley,52,Analyst,145983.83,Beta,2023-07-30,Operations
78,Alexis Henry,42,Analyst,110765.04,Alpha,1980-05-15,Operations
102,Jennifer Lawrence,36,Consultant,113849.43,Project5,1983-07-24,Operations
109,Anthony Brown,59,Manager,95673.89,Project1,2022-09-08,Operations
122,John Henderson,39,Manager,103743.03,Project5,2006-02-19,Operations
124,Paul Collins,58,Engineer,145128.54,Project2,1996-09-19,Operations
127,Nicholas Martin,51,Engineer,133937.99,Omega,1984-08-08,Operations
131,Felicia Brown,56,Manager,121858.08,Project2,2012-04-13,Operations
153,Christopher Rodriguez,57,Manager,109779.62,Alpha,1971-11-16,Operations
189,Gene Nichols,57,Analyst,144436.55,Project1,1995-10-23,Operations
192,Rebecca Morgan,37,Manager,107159.15,Omega,1977-08-04,Operations
201,Chad Erickson,47,Manager,142948.82,Project3,2007-02-16,Operations
203,Tony Hart,44,Consultant,128828.81,Alpha,1975-08-28,Operations
205,Albert Andersen,43,Developer,142838.41,Project2,1983-02-23,Operations
221,Steve Wheeler,25,Analyst,129886.13,Beta,2011-02-08,Operations
224,Abigail Hardy,25,Analyst,129993.77,Beta,1984-02-10,Operations
237,Donna Garrett,46,Consultant,131875.22,Omega,1981-12-13,Operations
240,Chelsey Lewis,37,Manager,135875.98,Project6,1980-02-06,Operations
271,Antonio Edwards,59,Manager,133413.81,Project4,1990-07-16,Operations
273,Troy Rojas,28,Consultant,120838.65,Project5,1991-04-14,Operations
283,Robert Thompson,30,Consultant,115348.67,Gamma,2021-07-24,Operations
286,Barbara Eaton,37,Manager,133155.26,Gamma,2017-06-19,Operations
293,Samantha Johnson,40,Analyst,109488.91,Project4,1987-12-01,Operations
327,Marcus Russo,49,Manager,133285.41,Project5,1983-02-21,Operations
332,Sarah Torres,34,Analyst,124731.37,Project4,2002-06-14,Operations
335,Diana Franklin,40,Manager,107230.93,Project6,2002-06-05,Operations
336,Omar Underwood,41,Developer,132351.54,Project5,2018-07-23,Operations
354,Amy Velasquez,55,Manager,130750.0,Gamma,2004-11-20,Operations
357,Donald Sims,54,Engineer,124269.47,Project3,1991-06-13,Operations
381,Chase Thompson,54,Manager,137153.26,Project3,1998-01-07,Operations
388,Shane Smith,23,Analyst,114430.62,Project5,2024-04-05,Operations
394,Nicholas Fisher,26,Engineer,116197.96,Project1,2007-10-15,Operations
398,Ruth Turner,32,Engineer,137735.28,Project4,2024-02-12,Operations
400,Matthew Wise,40,Analyst,145898.96,Omega,1991-09-16,Operations
409,Sally Arnold,41,Developer,116083.78,Project4,2018-05-09,Operations
411,Daniel Walker,36,Analyst,129921.06,Delta,2020-09-22,Operations
416,Ian Sanchez,56,Manager,102882.1,Project1,1974-01-26,Operations
420,Douglas Clark,46,Engineer,102571.69,Beta,1999-03-17,Operations
421,Angelica Murphy,25,Engineer,148919.73,Project1,1989-03-23,Operations
435,David Richard,43,Analyst,97351.33,Project5,1978-07-18,Operations
451,Brendan Martinez,53,Engineer,126137.68,Delta,1976-02-01,Operations
452,Kristina Jones,29,Analyst,112650.04,Project1,2010-09-12,Operations
506,Stephanie Friedman,22,Consultant,148278.57,Alpha,2009-05-14,Operations
514,Kelly Foster,34,Consultant,113134.77,Gamma,1982-06-16,Operations
515,Victor Russell,24,Engineer,97675.87,Project3,2019-04-24,Operations
526,Alyssa Henson,43,Consultant,116120.56,Project4,1972-03-30,Operations
536,Jennifer Petersen,57,Consultant,105117.28,Project3,2007-12-04,Operations
564,Andrew Anderson,33,Engineer,110902.33,Project2,1989-01-23,Operations
574,Stephen Porter,49,Developer,124897.88,Omega,2011-05-06,Operations
600,Kristin Clark,40,Analyst,141120.77,Project4,1990-05-01,Operations
602,Lisa Olsen,35,Developer,118318.04,Project4,1977-03-20,Operations
607,John Parker,39,Consultant,134648.48,Project6,1974-07-25,Operations
628,Janice Miller,46,Analyst,131738.48,Project6,1992-10-04,Operations
639,Danielle Reed,47,Developer,96848.6,Project3,1977-02-14,Operations
661,Christopher Deleon,55,Consultant,144542.9,Gamma,2024-11-12,Operations
666,Stephanie Hamilton,31,Consultant,98533.18,Project5,2016-12-11,Operations
702,Terry Patterson,33,Analyst,112251.51,Gamma,2019-11-04,Operations
704,Jeffrey Jones,46,Analyst,97213.25,Alpha,2008-07-12,Operations
707,Kendra Clark,31,Manager,127989.35,Gamma,1970-07-25,Operations
708,Jeremy Evans,26,Consultant,137868.32,Project4,2005-05-26,Operations
719,Nicholas Webb,38,Manager,116295.14,Project2,1972-01-23,Operations
722,Jeffrey Powell,24,Analyst,142751.83,Alpha,2000-06-04,Operations
723,Alexis Murphy,45,Consultant,146903.39,Delta,1976-08-07,Operations
728,Mario Lee,49,Developer,136771.49,Project6,1986-09-16,Operations
736,Kevin Wright,57,Analyst,134893.13,Beta,2013-08-01,Operations
744,Penny Griffin,35,Engineer,103714.52,Project5,1986-03-02,Operations
745,Anthony Smith,32,Developer,149633.32,Alpha,1979-07-07,Operations
747,Michael Vargas,27,Developer,138061.84,Project2,1986-05-27,Operations
765,Dr. Richard Jackson,38,Consultant,107375.62,Project3,2021-10-10,Operations
779,Tammy Bishop,51,Developer,124631.4,Project2,2012-01-16,Operations
783,Jeffrey Watkins,52,Analyst,149395.56,Beta,1987-10-28,Operations
808,Tiffany Tucker,51,Analyst,142193.46,Project3,2012-07-24,Operations
821,Trevor Martinez,30,Consultant,97230.59,Delta,1974-05-23,Operations
835,Seth Bauer,35,Consultant,130701.88,Project3,2011-11-07,Operations
843,Matthew Simon,42,Manager,95222.37,Project6,2007-11-20,Operations
850,Katherine Lopez,57,Consultant,107250.57,Project6,1975-06-28,Operations
856,Tina Scott,26,Engineer,125218.34,Omega,1989-04-26,Operations
859,Charles Powers,28,Engineer,147829.84,Project1,1984-12-28,Operations
861,Caitlin Martin,60,Analyst,115983.01,Project3,1983-01-04,Operations
862,John Nelson,24,Engineer,138233.53,Gamma,1994-05-12,Operations
866,Janet Meyer DDS,39,Manager,122655.65,Delta,2025-02-15,Operations
889,Crystal Bray,36,Engineer,104642.81,Project5,2010-03-11,Operations
891,Bryan Barton,49,Analyst,132543.74,Gamma,2001-09-04,Operations
894,Renee Andersen,36,Consultant,99499.34,Alpha,2023-02-23,Operations
902,Courtney Bruce,33,Engineer,139207.06,Project3,2021-04-16,Operations
906,Nathan Jennings,35,Developer,108000.46,Beta,1999-05-21,Operations
907,Lisa Jefferson,39,Developer,141372.54,Project6,1994-08-10,Operations
919,Nicholas Patterson,43,Manager,106387.42,Project5,1987-02-22,Operations
961,David Cisneros,53,Engineer,106448.11,Project2,2021-06-22,Operations
967,Daniel Francis,55,Consultant,135495.91,Project6,2024-10-05,Operations
972,Michael Washington,29,Consultant,107268.79,Omega,1999-12-13,Operations
