e.emp_id,e.name,e.age,e.job_role,e.salary,e.project,e.join_date,e.department,d.location
210,Richard Franklin,24,Consultant,108576.66,Alpha,1995-08-16,HR,New York
212,James Curtis,22,Manager,102078.27,Project5,2015-02-16,HR,New York
213,Daniel Duncan,51,Developer,123666.48,Omega,2002-04-25,HR,New York
222,David Cameron,52,Engineer,63780.04,Project6,1981-02-19,HR,New York
223,Samantha Huff,60,Analyst,59573.96,Project4,1993-09-01,HR,New York
236,David Frey,25,Engineer,147845.54,Delta,2023-05-24,HR,New York
249,Todd Ross,45,Manager,80695.37,Project2,2013-03-05,HR,New York
253,Leonard Powell,43,Analyst,70457.12,Project3,2004-06-19,HR,New York
256,Amber Charles,35,Engineer,43375.61,Alpha,2011-12-17,HR,New York
259,Lindsey Andersen,45,Analyst,81807.37,Delta,1989-01-13,HR,New York
263,Megan Jimenez,51,Consultant,80248.56,Delta,1981-08-20,HR,New York
264,Jonathan Brown,25,Manager,90149.91,Project1,1995-01-01,HR,New York
266,Deanna Weber,26,Developer,67346.91,Project1,1995-04-03,HR,New York
277,Vincent Sanchez,54,Analyst,96949.56,Alpha,1977-03-07,HR,New York
281,April Adams,56,Manager,139716.71,Omega,1972-04-28,HR,New York
294,James Mccarthy,23,Analyst,91206.32,Project5,2003-11-07,HR,New York
298,Thomas Nguyen,28,Developer,148805.24,Project2,2018-12-17,HR,New York
301,Scott Davis,34,Engineer,73911.67,Gamma,1983-09-27,HR,New York
306,Duane Scott,57,Consultant,85146.12,Project6,2009-07-29,HR,New York
310,Danielle Weber,27,Developer,56662.2,Project6,2012-10-17,HR,New York
319,Sarah Mack,35,Analyst,116871.98,Project3,1982-04-01,HR,New York
321,Janice Reyes,45,Consultant,46020.99,Beta,2010-05-24,HR,New York
323,Jay Phillips,46,Engineer,43295.44,Beta,1997-12-23,HR,New York
326,Cynthia Bell,57,Developer,52255.97,Beta,1972-03-07,HR,New York
343,Sheila Parks,40,Consultant,52173.09,Omega,1991-08-05,HR,New York
345,Amy Stokes,43,Engineer,56737.87,Delta,2019-09-05,HR,New York
346,Jacqueline Garcia,36,Manager,93891.0,Project6,1994-01-05,HR,New York
349,Maria Johnson,34,Engineer,124231.56,Project4,1974-11-11,HR,New York
351,Cassie Marsh,35,Analyst,64379.75,Gamma,2016-12-13,HR,New York
352,Jose Richards,35,Consultant,122060.69,Project6,2022-09-25,HR,New York
353,Christine Miller,24,Manager,112301.09,Project1,1976-08-02,HR,New York
355,Jeremy Stanley,22,Manager,93723.1,Alpha,2010-02-20,HR,New York
371,Blake Cochran Jr.,35,Consultant,135767.72,Alpha,1994-03-07,HR,New York
375,Richard Brooks,37,Consultant,148072.22,Gamma,2013-08-25,HR,New York
385,Amanda Bond,26,Engineer,88891.38,Project2,1986-05-13,HR,New York
392,Kelly Smith,28,Analyst,80537.56,Project3,1979-05-08,HR,New York
393,Paul Peterson,33,Analyst,88506.54,Project6,2024-04-22,HR,New York
406,Louis Hawkins,59,Engineer,71048.88,Project3,2019-09-15,HR,New York
426,William Schaefer,60,Engineer,49969.84,Project5,1970-08-31,HR,New York
434,Kyle Taylor,51,Analyst,45502.09,Project3,2011-02-05,HR,New York
437,Thomas Nguyen,32,Analyst,64873.41,Project4,1974-10-11,HR,New York
440,Marcus Jackson,25,Developer,87695.33,Project3,2019-04-01,HR,New York
444,Rachel Peterson MD,40,Engineer,57895.53,Project3,1971-03-06,HR,New York
445,Amy Romero,24,Analyst,94729.18,Delta,1972-07-26,HR,New York
449,Miss Christine Nelson,30,Analyst,132338.06,Gamma,1997-04-28,HR,New York
455,Michael Robbins,29,Engineer,110606.61,Beta,2020-02-13,HR,New York
456,Ashley Frank,37,Developer,49669.44,Alpha,1984-04-20,HR,New York
460,Chris Shelton,38,Developer,124853.22,Project1,1984-05-18,HR,New York
461,Elizabeth Mcmillan,55,Developer,45746.54,Project5,1991-07-06,HR,New York
462,Kevin Waters,33,Analyst,101982.57,Project4,2019-03-07,HR,New York
464,Christopher Sullivan,42,Consultant,84684.37,Project6,2007-04-04,HR,New York
474,Allison Montoya,46,Consultant,81756.77,Gamma,1984-02-19,HR,New York
478,Julia Chavez,55,Engineer,117376.65,Delta,2022-06-20,HR,New York
479,Jasmine Gonzalez,55,Developer,41662.11,Project5,1975-09-28,HR,New York
480,Robert Tate,57,Consultant,100588.22,Project2,2024-03-31,HR,New York
484,Sandra Mcmahon,26,Consultant,108220.97,Project6,1987-10-19,HR,New York
488,Joseph Elliott,56,Analyst,64309.99,Omega,1987-12-14,HR,New York
489,Jennifer Carr,37,Developer,88678.74,Project4,1992-09-18,HR,New York
499,Carrie Davenport,40,Analyst,49671.72,Project2,1997-07-22,HR,New York
502,Dakota Reyes,30,Developer,115660.38,Alpha,2012-04-07,HR,New York
508,Leonard Gray,39,Consultant,110000.43,Beta,2011-11-08,HR,New York
510,Steve Crawford,40,Developer,140939.82,Gamma,2005-01-27,HR,New York
511,Angela Mccarthy,43,Developer,68576.08,Project2,1991-07-05,HR,New York
518,Andrea Berry,55,Analyst,117469.59,Project2,2012-02-26,HR,New York
528,Katherine Deleon,37,Manager,135331.37,Gamma,1975-05-04,HR,New York
530,Shannon Vaughan,30,Consultant,93494.6,Project3,1999-02-16,HR,New York
531,Andrea Sparks,38,Consultant,100774.34,Omega,1995-09-14,HR,New York
535,William Randolph,35,Consultant,123101.03,Gamma,1986-03-18,HR,New York
541,Lisa Rush,34,Consultant,110161.11,Project3,2016-09-30,HR,New York
543,Jesse Sparks,31,Engineer,113612.09,Beta,2010-05-10,HR,New York
546,Ronald Mccarthy,30,Consultant,57855.97,Beta,1983-06-20,HR,New York
554,Christopher Weber,53,Manager,61951.52,Project5,2008-01-14,HR,New York
571,Laura Barry,59,Consultant,138199.51,Gamma,1982-10-31,HR,New York
577,Donna Sparks,59,Analyst,41700.12,Project3,1996-07-02,HR,New York
585,Elizabeth Harris,38,Engineer,83247.38,Alpha,2007-07-06,HR,New York
593,Lindsey Bentley,25,Developer,43304.33,Project6,2021-04-05,HR,New York
612,Anthony Berry,40,Engineer,121360.31,Project5,2008-05-06,HR,New York
613,Gabriela Brown,41,Manager,64735.24,Alpha,1970-07-30,HR,New York
614,Matthew Alvarado,48,Manager,140925.07,Project3,2011-11-23,HR,New York
620,Taylor Black,37,Consultant,88788.48,Project4,1996-03-05,HR,New York
621,Jennifer Thomas,32,Consultant,139261.3,Project4,2018-08-16,HR,New York
627,Michael Durham,24,Engineer,42457.48,Gamma,2010-09-06,HR,New York
630,Emily Neal,26,Manager,97765.11,Project5,2010-01-12,HR,New York
632,Michelle Carter,36,Manager,106763.18,Beta,2016-08-25,HR,New York
634,Carrie Esparza,39,Manager,40445.07,Project1,1980-07-24,HR,New York
638,Kimberly Sullivan,24,Consultant,118154.32,Project2,1990-09-26,HR,New York
647,Michael Brown,35,Manager,85265.76,Omega,2017-08-21,HR,New York
648,Kenneth Luna,34,Manager,47078.82,Project6,2001-02-06,HR,New York
650,Laura Jenkins,59,Engineer,51345.99,Alpha,1991-12-21,HR,New York
653,Jacqueline Reeves,50,Developer,118632.47,Alpha,2024-01-19,HR,New York
656,Steven Cole,36,Consultant,148918.83,Project3,1986-05-12,HR,New York
659,Andrea Shaw DDS,31,Analyst,120103.07,Project3,2017-11-05,HR,New York
667,Daniel Knight,33,Manager,112429.58,Alpha,1971-02-18,HR,New York
671,Sherry Rogers,26,Engineer,126462.84,Project5,1996-10-02,HR,New York
674,Kayla Martinez,52,Developer,98882.5,Project4,1990-08-30,HR,New York
675,Meghan Davis,49,Consultant,126845.94,Project5,2022-05-26,HR,New York
678,Jeff Becker,28,Developer,48118.67,Project2,1970-04-14,HR,New York
680,Jessica Lee,39,Developer,75992.27,Delta,1984-01-22,HR,New York
690,Steven Friedman,36,Analyst,102476.76,Project4,1983-08-23,HR,New York
716,Angela Cole,46,Engineer,145109.57,Omega,1995-12-07,HR,New York
721,Gabrielle Cobb,37,Developer,63338.71,Delta,1998-04-20,HR,New York
724,Joshua Lynch,60,Analyst,131195.7,Beta,1994-11-17,HR,New York
725,Julia Ray,42,Consultant,64304.66,Delta,1977-04-08,HR,New York
726,Michael Sims,39,Consultant,146764.63,Project2,1982-03-20,HR,New York
727,Kayla Hines,26,Manager,134332.83,Project1,2007-10-25,HR,New York
729,Vincent Mays,56,Consultant,71547.13,Omega,1990-07-20,HR,New York
737,Frank Daniels,29,Developer,94146.15,Beta,1977-09-30,HR,New York
741,Harold Hall,30,Developer,54902.52,Project5,1994-06-28,HR,New York
743,Mary Ware,32,Analyst,58248.29,Gamma,2003-05-09,HR,New York
746,Robin Webster,54,Manager,144244.79,Project4,2008-05-20,HR,New York
749,Robin Oneill,26,Developer,141749.14,Omega,2016-09-10,HR,New York
755,James Gardner,58,Manager,76129.96,Gamma,2008-11-26,HR,New York
756,Andrew Calhoun,44,Consultant,80939.16,Project1,2020-10-03,HR,New York
758,Bobby Gonzalez,30,Analyst,127791.43,Project5,2015-04-01,HR,New York
759,Sabrina Gaines,50,Engineer,67192.82,Project3,2023-07-15,HR,New York
764,John Miller,37,Manager,132419.97,Project2,2021-07-19,HR,New York
770,Valerie Turner,34,Analyst,48198.61,Project1,1979-01-18,HR,New York
776,Renee Goodwin,52,Analyst,111932.44,Omega,2007-12-14,HR,New York
778,Kimberly Vang,28,Consultant,119331.96,Project3,2023-09-14,HR,New York
787,Ann Soto,53,Consultant,138537.49,Project6,1995-05-01,HR,New York
793,Charles Steele,57,Manager,125844.25,Project6,1977-01-09,HR,New York
794,Katie Hendrix,26,Analyst,43007.52,Gamma,1991-12-11,HR,New York
796,Cynthia Meyer,60,Developer,131308.6,Project4,2019-04-06,HR,New York
797,Deborah Myers,51,Engineer,132349.6,Project6,2004-07-02,HR,New York
803,David Owens,47,Analyst,112257.02,Delta,2022-10-06,HR,New York
805,Elizabeth Castillo,53,Consultant,82346.49,Beta,1980-01-29,HR,New York
814,Angela Collier,24,Analyst,113456.23,Delta,1996-07-14,HR,New York
820,John Zavala,35,Engineer,148037.95,Omega,1987-02-01,HR,New York
828,Anthony Banks,35,Engineer,79143.03,Omega,1993-02-05,HR,New York
829,Jacob Lopez,49,Analyst,51921.06,Project6,1992-07-03,HR,New York
845,Stephen Rodriguez,50,Consultant,148071.41,Gamma,1999-06-19,HR,New York
846,Christy Lopez,45,Developer,101963.9,Gamma,1982-02-25,HR,New York
849,Evan Morris,59,Consultant,41839.18,Project3,2001-07-03,HR,New York
853,Lisa Garcia,25,Manager,67120.13,Project1,1988-04-21,HR,New York
875,Matthew Hansen,37,Developer,44940.82,Project4,2004-11-30,HR,New York
886,Brian Torres,44,Developer,119540.83,Project1,1970-03-25,HR,New York
888,Tyler West,23,Manager,123159.86,Project5,2017-07-30,HR,New York
893,James Smith,28,Developer,86275.11,Project4,1985-06-09,HR,New York
897,Bradley Franklin,36,Engineer,68275.59,Alpha,1987-12-02,HR,New York
912,Brandi Cook,32,Engineer,137936.17,Project5,2022-02-15,HR,New York
915,Anna Gonzalez,58,Developer,105627.07,Alpha,1987-04-13,HR,New York
932,Beverly Ross,39,Consultant,135024.49,Project6,2020-01-12,HR,New York
942,Mr. Brent Davenport,59,Analyst,92213.01,Project4,2003-02-23,HR,New York
946,Jason Johnson,56,Consultant,73713.19,Project5,2001-07-06,HR,New York
947,Ashley Miller,49,Developer,136059.49,Omega,2010-04-03,HR,New York
951,David Black,58,Analyst,148740.69,Alpha,2015-02-18,HR,New York
963,Andrew Ellis,22,Manager,59312.71,Project6,1979-12-03,HR,New York
964,Katherine Washington MD,50,Manager,114607.95,Project3,2023-07-09,HR,New York
970,Shelly Gutierrez,53,Consultant,85878.87,Project4,1983-07-05,HR,New York
975,James Hahn,49,Manager,131335.55,Alpha,2016-11-16,HR,New York
977,Derrick Perez DVM,39,Manager,99839.23,Project6,2021-01-27,HR,New York
979,Robin Russell,34,Manager,115569.27,Project1,2008-04-03,HR,New York
984,Zachary Hensley,56,Developer,107260.09,Project4,2020-10-04,HR,New York
985,Wyatt Vaughan,33,Engineer,99207.82,Omega,1990-01-29,HR,New York
990,Steven Young,34,Manager,112116.52,Project2,1973-02-17,HR,New York
994,Terry Walters,59,Engineer,55754.18,Alpha,2010-06-18,HR,New York
997,Lauren Johnson,56,Manager,46239.38,Project6,2013-09-15,HR,New York
998,Cole Wang,55,Analyst,68957.84,Omega,2005-09-25,HR,New York
1,Kelly Fitzgerald,37,Analyst,59417.8,Alpha,1983-03-07,IT,San Francisco
11,Valerie Jackson,48,Developer,115039.75,Project2,2015-03-11,IT,San Francisco
13,Todd Hamilton,27,Manager,124462.8,Project6,2009-02-18,IT,San Francisco
16,Justin Warren,47,Consultant,139476.33,Beta,2004-04-28,IT,San Francisco
28,Steven Russell,59,Consultant,79630.17,Project3,2002-01-05,IT,San Francisco
43,Glenn Lopez,44,Developer,82823.91,Delta,1973-05-01,IT,San Francisco
47,Carl Murray,49,Consultant,49534.57,Project3,1986-08-22,IT,San Francisco
52,Robert Gonzales,34,Engineer,98837.32,Omega,1993-08-18,IT,San Francisco
53,Rhonda Hughes,48,Manager,89353.32,Beta,2022-07-21,IT,San Francisco
56,Jason Brown,36,Engineer,85432.99,Delta,1985-11-05,IT,San Francisco
58,Kevin Montgomery,56,Engineer,99670.62,Project5,2001-08-28,IT,San Francisco
59,Tracy Crawford,29,Analyst,136927.19,Project6,1982-04-25,IT,San Francisco
60,Scott Villarreal,55,Developer,100525.1,Project1,1992-06-15,IT,San Francisco
70,Thomas Jones DDS,26,Analyst,99072.0,Project4,2003-06-05,IT,San Francisco
73,Joseph Ortiz,49,Engineer,58500.55,Gamma,1996-02-25,IT,San Francisco
76,Lisa Patrick,60,Analyst,119108.75,Gamma,2002-08-13,IT,San Francisco
79,Robert Garcia,46,Engineer,71684.16,Project4,1979-06-25,IT,San Francisco
85,Mike Jefferson,36,Developer,87418.39,Project1,2007-04-01,IT,San Francisco
99,Jenna Stevens,60,Analyst,63740.58,Gamma,2000-09-05,IT,San Francisco
113,Robert Miller,36,Developer,46310.89,Project4,1994-11-25,IT,San Francisco
116,Amy Johnson,55,Engineer,66932.2,Beta,2023-08-26,IT,San Francisco
123,Michael Edwards,59,Analyst,147824.81,Project6,2015-06-04,IT,San Francisco
125,Cory Doyle,25,Analyst,90621.08,Project4,2000-02-13,IT,San Francisco
130,Chad Wilson,40,Manager,68554.83,Alpha,1982-05-13,IT,San Francisco
133,James Haynes,43,Analyst,103429.83,Project3,2013-09-27,IT,San Francisco
137,Christine Johnson,48,Engineer,58333.38,Gamma,2018-02-13,IT,San Francisco
138,Lori Peterson,59,Engineer,113412.85,Project1,1993-12-22,IT,San Francisco
149,Sara Stone,29,Consultant,79470.42,Project5,2011-09-21,IT,San Francisco
150,Nancy Hunt,48,Engineer,102076.97,Alpha,1986-09-29,IT,San Francisco
158,Mark Spencer,54,Manager,54410.82,Project4,2017-05-01,IT,San Francisco
162,Brian Vega,42,Analyst,139680.8,Omega,2009-12-28,IT,San Francisco
166,James Sullivan,47,Manager,99873.0,Project6,1984-04-30,IT,San Francisco
167,David Spears,44,Consultant,57641.95,Beta,2005-03-02,IT,San Francisco
171,James Rodriguez,47,Developer,138415.92,Beta,1977-11-17,IT,San Francisco
177,Jennifer Chan,43,Consultant,42688.26,Project2,1995-02-07,IT,San Francisco
179,Joseph Anderson,45,Analyst,130329.08,Omega,2006-08-29,IT,San Francisco
180,Ashley Gray,44,Consultant,136780.09,Project2,2017-12-18,IT,San Francisco
182,Benjamin Casey,22,Manager,138579.96,Project5,2017-08-05,IT,San Francisco
183,Crystal Smith,44,Developer,61454.38,Delta,1987-01-28,IT,San Francisco
195,Samantha Morris,35,Manager,103159.07,Project4,2022-02-21,IT,San Francisco
215,Joseph Harris Jr.,55,Manager,87368.06,Beta,2007-01-22,IT,San Francisco
217,Stephanie Jacobson,23,Developer,142424.21,Project6,1997-07-26,IT,San Francisco
227,Crystal Anderson,40,Manager,71692.0,Project2,2010-08-23,IT,San Francisco
228,Victoria Brown,38,Developer,51305.92,Omega,2021-08-02,IT,San Francisco
234,Samantha Watson,30,Manager,59985.92,Alpha,1973-08-26,IT,San Francisco
238,Franklin Cordova,46,Developer,127042.64,Delta,1981-11-09,IT,San Francisco
243,Brittany Cantrell,22,Consultant,108596.09,Gamma,1985-09-17,IT,San Francisco
245,Robert Chen,53,Manager,78910.07,Omega,1991-04-27,IT,San Francisco
246,Christina Gilbert,28,Engineer,71469.05,Project5,1979-06-11,IT,San Francisco
247,Stephanie Andersen,25,Developer,65564.77,Alpha,2000-01-09,IT,San Francisco
248,Kristin Garcia,58,Developer,137184.08,Gamma,1989-07-17,IT,San Francisco
252,Laura Buckley,54,Consultant,88969.65,Beta,1985-08-25,IT,San Francisco
254,Scott Noble,52,Consultant,86516.52,Beta,2019-12-01,IT,San Francisco
255,Robin Smith,45,Developer,88615.43,Project2,1976-11-21,IT,San Francisco
258,Justin Harper,34,Engineer,113888.1,Project1,1995-12-15,IT,San Francisco
265,Jason Ross,55,Consultant,132324.99,Alpha,2012-12-10,IT,San Francisco
268,Kara Short,28,Developer,94065.44,Project3,1980-08-30,IT,San Francisco
269,Elizabeth Thomas,33,Developer,147009.02,Project2,2006-11-09,IT,San Francisco
276,Juan Weeks,26,Consultant,63431.66,Project5,1978-08-23,IT,San Francisco
282,Robert Rodriguez,53,Manager,69724.36,Project2,2009-02-17,IT,San Francisco
285,Richard Daniels,52,Developer,72493.15,Project3,2002-05-27,IT,San Francisco
288,Mary Smith,30,Manager,52980.08,Gamma,1972-07-05,IT,San Francisco
302,Barbara Patrick,27,Engineer,93296.86,Beta,2019-12-23,IT,San Francisco
303,Daniel Bryant,35,Developer,147946.53,Project4,2012-06-29,IT,San Francisco
309,Julie Thomas,54,Analyst,45779.9,Project1,2003-07-21,IT,San Francisco
331,Melissa Boyle MD,47,Analyst,91245.68,Alpha,1970-06-18,IT,San Francisco
341,David Rodgers,59,Manager,135809.8,Project6,2024-09-10,IT,San Francisco
344,Cody Mann,34,Manager,88945.49,Project5,1990-03-26,IT,San Francisco
348,James Murray,49,Engineer,91889.62,Project5,2005-10-23,IT,San Francisco
356,Jack Patterson,37,Analyst,134487.97,Project4,2018-12-09,IT,San Francisco
366,Leah Boone,42,Manager,85288.79,Project1,2002-03-28,IT,San Francisco
376,Michael Mcintosh,56,Manager,42037.55,Project4,1981-08-31,IT,San Francisco
379,Laura Branch,27,Manager,69730.28,Beta,1995-08-10,IT,San Francisco
383,Anita Allen MD,35,Consultant,105882.36,Project6,1972-04-23,IT,San Francisco
399,Dr. Charles Turner,60,Manager,104580.16,Gamma,1996-09-01,IT,San Francisco
405,Antonio Martin,58,Engineer,75296.35,Alpha,2009-09-24,IT,San Francisco
414,John Reed,43,Manager,48203.52,Project5,2020-10-15,IT,San Francisco
422,Lawrence Lopez,25,Engineer,67186.6,Beta,2024-01-08,IT,San Francisco
424,Adam Anderson,30,Developer,135580.78,Delta,2018-08-01,IT,San Francisco
425,Laura Mitchell,30,Consultant,74462.33,Beta,1995-05-09,IT,San Francisco
429,Laurie Mitchell,59,Engineer,61192.88,Delta,1995-09-26,IT,San Francisco
433,Alison Williams,40,Developer,57178.4,Project6,1970-08-14,IT,San Francisco
439,Wendy Khan,31,Consultant,56123.02,Project2,2000-06-17,IT,San Francisco
443,Gregory Wilson,40,Consultant,80863.97,Project5,2021-10-13,IT,San Francisco
448,Matthew Rojas,39,Developer,138902.5,Project2,2012-02-09,IT,San Francisco
453,Aaron Craig,42,Analyst,96817.13,Project6,2018-02-05,IT,San Francisco
459,Michael Williams,53,Engineer,137463.74,Alpha,2020-08-31,IT,San Francisco
463,Bailey Rivas,37,Consultant,114382.35,Omega,1985-02-25,IT,San Francisco
466,Sergio Vang,47,Manager,59602.88,Project3,2024-02-15,IT,San Francisco
468,Scott Roberts,33,Analyst,46027.4,Project3,1986-08-05,IT,San Francisco
473,Johnathan Hart,27,Developer,127124.45,Delta,1995-06-01,IT,San Francisco
476,Paul Calderon,23,Developer,61786.98,Gamma,1977-10-10,IT,San Francisco
477,Amber Kennedy,46,Engineer,141965.58,Project4,2024-01-29,IT,San Francisco
482,Cody Reilly,36,Manager,73225.19,Project2,2003-04-16,IT,San Francisco
497,Bridget Vega,24,Consultant,65460.8,Gamma,2018-02-04,IT,San Francisco
501,Maria Logan,55,Analyst,140378.43,Project3,1975-11-19,IT,San Francisco
507,Aaron Graham,59,Analyst,140277.08,Beta,1995-01-25,IT,San Francisco
513,Rachel Arroyo,26,Engineer,133896.04,Project2,2003-04-10,IT,San Francisco
516,Kristin Bowen,46,Consultant,129509.82,Beta,2005-10-15,IT,San Francisco
525,Alejandra Schwartz,32,Engineer,74903.35,Omega,2018-06-09,IT,San Francisco
527,Martin Tran,56,Analyst,123973.74,Project1,1998-11-08,IT,San Francisco
532,Scott Berry,52,Engineer,146360.79,Beta,1983-09-16,IT,San Francisco
545,Kelly Frederick,40,Analyst,127793.52,Project1,1996-03-02,IT,San Francisco
549,Kevin Kane,52,Consultant,121366.96,Beta,1980-02-27,IT,San Francisco
550,Tasha Sanchez,50,Developer,89180.7,Project1,2011-02-17,IT,San Francisco
555,Joseph Hickman,31,Consultant,98968.05,Project2,2003-05-17,IT,San Francisco
556,Richard Joseph,23,Developer,103422.86,Omega,2018-05-16,IT,San Francisco
562,David Santos,26,Analyst,82136.55,Project4,2013-03-29,IT,San Francisco
565,Brian Bowen,25,Engineer,107698.21,Project5,1999-12-18,IT,San Francisco
573,Stephanie Shields,33,Developer,69810.77,Project4,1977-03-12,IT,San Francisco
580,Robert Estrada,59,Developer,59564.54,Project1,1971-11-23,IT,San Francisco
599,Tammy Adams,45,Developer,111279.27,Project3,1979-04-20,IT,San Francisco
605,Heather Leblanc,60,Manager,82433.59,Gamma,1986-04-26,IT,San Francisco
606,Charles Williams,45,Engineer,68259.3,Project4,1982-05-12,IT,San Francisco
611,Amber Johnson,26,Manager,119350.76,Project2,2000-03-04,IT,San Francisco
622,Kevin Mack,22,Analyst,85814.73,Omega,2023-05-20,IT,San Francisco
625,Peter Perkins,50,Consultant,92221.14,Project5,1989-12-02,IT,San Francisco
631,Tammy Bray,59,Engineer,101871.36,Project6,1986-05-07,IT,San Francisco
636,Misty Porter,30,Analyst,51564.36,Project5,2011-02-27,IT,San Francisco
641,Daniel Russell,33,Engineer,78765.02,Omega,1990-01-01,IT,San Francisco
649,Linda Perez,31,Analyst,76102.61,Project6,2017-09-27,IT,San Francisco
651,Kristi Gonzales,35,Analyst,84650.01,Omega,2002-03-27,IT,San Francisco
662,James Smith,44,Consultant,74267.29,Alpha,2014-02-21,IT,San Francisco
665,Frederick Fuller,32,Developer,149392.32,Omega,1976-08-03,IT,San Francisco
681,Jennifer Silva,23,Consultant,40053.96,Delta,1978-12-27,IT,San Francisco
691,Christine Foster,56,Analyst,67699.67,Project6,1980-07-25,IT,San Francisco
693,Miss Lauren Alexander,58,Engineer,91808.57,Beta,1997-11-25,IT,San Francisco
699,Peter Thompson,49,Developer,108266.29,Project2,1990-03-16,IT,San Francisco
703,Diane Wilson,22,Manager,85045.72,Project5,2022-05-16,IT,San Francisco
706,Robert Ingram,55,Analyst,121015.16,Project3,2020-01-14,IT,San Francisco
710,Shawn Griffin,34,Analyst,87896.2,Project4,2023-06-16,IT,San Francisco
714,Grant Kelley,42,Consultant,104393.13,Delta,1974-07-12,IT,San Francisco
715,Travis Smith,28,Engineer,136642.5,Alpha,1996-12-18,IT,San Francisco
720,Amy Diaz,47,Consultant,56196.84,Project3,1971-01-25,IT,San Francisco
730,Jeffrey Jackson,22,Developer,64932.75,Delta,1994-05-26,IT,San Francisco
733,Cody Thomas,23,Developer,43475.68,Project4,1994-06-28,IT,San Francisco
742,Ashley Watts,40,Manager,124969.01,Gamma,1980-04-25,IT,San Francisco
751,Marcia Flores,22,Manager,140515.95,Project2,2020-03-29,IT,San Francisco
754,Johnny Terrell,27,Engineer,136068.04,Gamma,1971-05-21,IT,San Francisco
771,Robert Davis,42,Manager,93217.79,Project3,1973-04-14,IT,San Francisco
775,Joseph Avery,27,Developer,133788.93,Beta,2012-08-16,IT,San Francisco
782,Norma Jackson,42,Engineer,137780.81,Project4,1985-10-20,IT,San Francisco
784,Alyssa Chen,50,Developer,54605.75,Project4,1997-01-13,IT,San Francisco
789,Daniel White,37,Analyst,85754.68,Project6,1978-03-17,IT,San Francisco
791,Patricia Gomez,31,Engineer,64135.48,Project3,2010-06-12,IT,San Francisco
798,Rachel Nelson,55,Developer,61721.5,Project6,1993-08-25,IT,San Francisco
800,Jeffrey Small,23,Manager,137051.02,Project3,2007-07-16,IT,San Francisco
802,Michael Cox,32,Developer,128477.5,Beta,2000-03-12,IT,San Francisco
804,Derrick Fox,40,Analyst,89385.61,Project3,1980-06-18,IT,San Francisco
811,Caitlin Brown,52,Manager,41903.32,Omega,1980-01-06,IT,San Francisco
812,Robert Quinn,49,Consultant,128429.4,Alpha,2007-10-09,IT,San Francisco
819,Laura Hall,32,Engineer,148375.38,Project1,1977-04-09,IT,San Francisco
822,Ariana Clark,60,Engineer,75423.21,Omega,1983-08-19,IT,San Francisco
823,Carolyn Wright,59,Developer,48494.51,Gamma,1975-08-08,IT,San Francisco
827,Diana Lee,58,Manager,69222.14,Project6,2017-09-03,IT,San Francisco
830,Elizabeth Butler,47,Analyst,113341.58,Gamma,1979-07-13,IT,San Francisco
833,Robert Hall,57,Analyst,119679.26,Project6,2024-03-04,IT,San Francisco
834,Gregory Reed,27,Engineer,107234.38,Project5,1971-09-11,IT,San Francisco
847,Kaylee Munoz,60,Manager,45719.3,Project2,2016-01-22,IT,San Francisco
852,Tanya Williams,50,Consultant,44305.44,Omega,1975-04-08,IT,San Francisco
858,Daniel Miller,51,Developer,115444.74,Project6,1977-06-03,IT,San Francisco
863,Debbie Baker,57,Developer,118670.53,Delta,2007-07-03,IT,San Francisco
871,Brian Tran,35,Analyst,96189.52,Delta,1981-04-20,IT,San Francisco
872,James Wheeler,27,Manager,42238.04,Alpha,2004-06-15,IT,San Francisco
873,Jacob Anthony,46,Developer,124292.23,Delta,1993-11-30,IT,San Francisco
880,Kimberly Patterson,54,Consultant,133219.73,Gamma,1977-01-26,IT,San Francisco
887,Emily Butler,44,Consultant,43457.01,Beta,1977-12-16,IT,San Francisco
896,Terrence Wilson,55,Consultant,137470.55,Omega,1987-09-13,IT,San Francisco
900,Danielle Carter,42,Developer,77372.43,Project3,1988-04-26,IT,San Francisco
903,Andrea Lee,46,Consultant,90007.8,Project4,2020-07-15,IT,San Francisco
904,Joseph Rogers,26,Developer,135812.17,Project1,1998-04-21,IT,San Francisco
905,Barry Bradley,35,Analyst,143380.56,Delta,1993-11-13,IT,San Francisco
910,Alexandra Gibson,24,Analyst,84037.98,Delta,2016-04-12,IT,San Francisco
911,Terry Wood,23,Developer,81017.12,Beta,1975-08-01,IT,San Francisco
918,Teresa Dillon,45,Consultant,91795.8,Project4,1976-10-31,IT,San Francisco
920,John Cooper,36,Engineer,83043.61,Omega,2010-03-12,IT,San Francisco
921,Michael Davis,48,Developer,94283.29,Project3,2008-09-01,IT,San Francisco
922,Olivia Bryan,38,Consultant,130834.47,Beta,1979-06-23,IT,San Francisco
923,Richard Gray,46,Engineer,83692.2,Omega,2012-10-03,IT,San Francisco
927,Mark Byrd,30,Manager,115740.12,Project3,1992-03-05,IT,San Francisco
929,Diane Wells,22,Manager,126120.95,Project1,2005-02-04,IT,San Francisco
934,Jeffrey Carrillo,44,Analyst,68853.31,Delta,1998-12-06,IT,San Francisco
936,Heather Smith,36,Engineer,46618.42,Project1,1999-04-16,IT,San Francisco
941,Jill Taylor,27,Manager,113266.68,Gamma,2009-12-17,IT,San Francisco
